軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
補給兵,4B101,"1.收貨與驗收管理
1.1執行物資接收與清點作業。
1.2辦理品項檢驗與驗收流程。
1.3確保收貨品質與數量正確。
2.倉儲與庫存管理
2.1管理物資分類與儲存配置。
2.2執行庫存盤點與數量控管。
2.3維持倉儲作業效率與整潔。
3.配送與資料管理
3.1協助物資分發與調撥作業。
3.2處理異常狀況與追蹤紀錄。
3.3建立完整作業資料與報表。",15物流/運輸/資材,倉儲物流人員,150107,具備軍品庫儲管理實務經驗，適合轉銜倉儲物流人員，從事收貨、檢驗與入庫作業。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,物管／資材,150305,因具備軍品庫儲管理實務經驗，適合轉銜為物管／資材，從事物料存儲與進出庫管理工作。,,建議取得勞動部「堆高機操作」技術士證
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,06客服/門市,賣場（人員／儲備幹部）,060202,因具備物品管理、庫存整理與基礎行政協作能力，適合轉銜為賣場儲備幹部，進行收銀、陳列、補貨與顧客服務等作業，並培養營運管理與團隊領導能力。,,
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務助理,090214,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務助理，從事廠房設施巡檢及機具日常維護工作。,,
,,,01經營/行政/總務,行政助理,010206,因具備協助文書處理與資料彙整等作業能力，適合轉銜為行政助理，以支援主管或團隊執行文件管理、排程協調與庶務行政工作。,,建議取得勞動部「電腦軟體應用」相關技術士證
,,,通俗職業未收錄依UCAN對應,電商物流中心理貨員,,具備倉儲分類與物資調撥能力，適合轉銜為電商物流中心理貨員，可從事貨品驗收、分類理貨與訂單出貨等工作。,,
一般補給士,4B105,"1.收貨與驗收管理
1.1執行物資接收與清點驗收。?
1.2辦理品項檢驗與品質確認。?
1.3確保收貨流程準確完整。
2.倉儲與保管管理
2.1管理物資分類與儲位配置。?
2.2執行庫存保管與盤點作業。?
2.3提升倉儲管理效率與準確性。
3.配送與資料管理
3.1辦理物資分發與調度作業。?
3.2處理異常與追蹤作業流程。
3.3建立完整紀錄與管理資料。",15物流/運輸/資材,倉儲物流人員,150107,具備軍品庫儲管理實務經驗，適合轉銜倉儲物流人員，從事收貨、檢驗與入庫作業。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,物管／資材,150305,因具備軍品庫儲管理實務經驗，適合轉銜為物管／資材，從事物料存儲與進出庫管理工作。,,建議取得勞動部「堆高機操作」技術士證
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,06客服/門市,賣場（人員／儲備幹部）,060202,因具備物品管理、庫存整理與基礎行政協作能力，適合轉銜為賣場儲備幹部，進行收銀、陳列、補貨與顧客服務等作業，並培養營運管理與團隊領導能力。,,
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
,,,通俗職業未收錄依UCAN對應,電商物流中心理貨員,,具備倉儲分類與物資調撥能力，適合轉銜為電商物流中心理貨員，可從事貨品驗收、分類理貨與訂單出貨等工作。,,
地圖補給士,4B234,"1.收貨與驗收管理
1.1執行物資接收與清點驗收。?
1.2辦理品項檢驗與品質確認。?
1.3確保收貨流程正確與完整。
2.倉儲與保管管理
2.1管理物資分類與儲位配置。?
2.2執行庫存保管與盤點作業。?
2.3提升庫存管理效率與準確性。
3.配送與資料管理
3.1辦理物資分發與調度作業。?
3.2處理異常狀況與流程追蹤。?
3.3建立完整作業紀錄與資料管理。",01經營/行政/總務,檔案資料管理人員,010204,具備圖資分類與保管實務經驗，適合轉銜檔案資料管理人員，從事文件檔案保存與調閱管理,,
,,,01經營/行政/總務,行政總務人員,010302,因具備後勤部門行政管理、物資協調與文書處理經驗，適合轉銜為行政總務人員。可依企業作業流程，辦理文書行政、庶務支援、設備管理與跨單位協調等任務，確保日常營運順暢。,,
,,,15物流/運輸/資材,倉儲物流人員,150107,具備軍品庫儲管理實務經驗，適合轉銜倉儲物流人員，從事收貨、檢驗與入庫作業。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,物管／資材,150305,因具備軍品庫儲管理實務經驗，適合轉銜為物管／資材，從事物料存儲與進出庫管理工作。,,建議取得勞動部「堆高機操作」技術士證
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,06客服/門市,賣場（人員／儲備幹部）,060202,因具備物品管理、庫存整理與基礎行政協作能力，適合轉銜為賣場儲備幹部，進行收銀、陳列、補貨與顧客服務等作業，並培養營運管理與團隊領導能力。,,
倉儲兵,4B482,"1.收貨與驗收管理
1.1執行物資點收與數量確認。?
1.2協助品質檢驗與驗收作業。
1.3確保收貨流程準確完整。
2.倉儲分類與儲位管理
2.1辦理物資分類與上架存放。?
2.2規劃與維護儲位配置。
2.3提升倉儲空間使用效率。
3.庫存整理與調撥作業
3.1協助物資調撥與移轉管理。?
3.2執行盤點與庫存整理。
3.3維持庫存資訊正確有序。",15物流/運輸/資材,倉管人員,150304,因具備倉儲管理實務經驗，適合轉銜倉管人員，從事進、出庫與庫存盤點紀錄工作。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,倉儲物流人員,150107,因具備倉儲管理實務經驗，適合轉銜倉儲物流人員，從事倉庫運營、配送支援等工作。,,建議取得勞動部「堆高機操作單一技術士證」
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
,,,06客服/門市,賣場（人員／儲備幹部）,060202,因具備物品管理、庫存整理與基礎行政協作能力，適合轉銜為賣場儲備幹部，進行收銀、陳列、補貨與顧客服務等作業，並培養營運管理與團隊領導能力。,,
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務助理,090214,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務助理，從事廠房設施巡檢及機具日常維護工作。,,
,,,通俗職業未收錄依UCAN對應,電商物流中心理貨員,,具備倉儲分類與物資調撥能力，適合轉銜於電商物流中心理貨員，可從事貨品驗收、分類理貨與訂單出貨等工作。,,
倉儲士,4B485,"1.收貨與庫存管理
1.1執行物資點收與品質檢驗。?
1.2管理分類儲存與出入庫流程。
1.3維持庫存資料準確與一致性。?
2.倉儲空間與安全管理
2.1規劃物資儲位與存放配置。?
2.2維護倉儲環境整潔與安全。?
2.3提升空間運用與管理效率。
3.流程與資訊管理
3.1管理物流動線與作業流程。?
3.2維護庫存資訊系統與資料。
3.3優化倉儲營運效率與追蹤能力。",15物流/運輸/資材,倉管人員,150304,因具備倉儲管理實務經驗，適合轉銜倉庫管理人員，從事倉庫進出貨、庫存管理與物流規劃等工作。,,建議取得勞動部「堆高機操作」技術士證
,,,15物流/運輸/資材,倉儲物流人員,150107,因具備倉儲管理實務經驗，適合轉銜物流專員，從事倉配協調與運輸規劃。,,建議取得勞動部「堆高機操作」技術士證
,,,09品管/製造/環衛,品管檢驗人員,090105,因具備裝備保養維修實務經驗，熟悉依標準程序執行檢查測試，適合擔任品管檢驗人員，從事根據規格檢查成品，使其符合製造標準等工作。,,建議取得中華民國品質學會「品質工程師認證」（經濟部認可）
,,,09品管/製造/環衛,廠務,090220,具備設備維護及環境巡檢實務經驗，熟悉廠房運作規範與異常處置流程，適合擔任廠務，從事廠房設施巡檢及機具日常維護工作。,,
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」相關技術士證
